Time[s],Range[m]
1611959470.3990996,0.0
1611959470.4330235,0.0
1611959470.467162,0.0
1611959470.5010545,0.0
1611959470.5354695,0.0
1611959470.5690534,0.0
1611959470.6031168,0.0
1611959470.6370478,0.0
1611959470.671054,0.0
1611959470.7050352,0.0
1611959470.7390976,0.0
1611959470.7728858,0.0
1611959470.8070152,0.0
1611959470.8409688,0.0
1611959470.8750575,0.0
1611959470.908982,0.0
1611959470.9430914,0.0
1611959470.9771004,0.0
1611959471.0109708,0.0
1611959471.045038,0.0
1611959471.0790102,0.0
1611959471.113045,0.0
1611959471.1470203,0.0
1611959471.1810074,0.0
1611959471.2151341,0.0
1611959471.2489095,0.0
1611959471.2828255,0.0
1611959471.317119,0.0
1611959471.3509696,0.0
1611959471.3849576,0.0
1611959471.4189515,0.0
1611959471.4530065,0.0
1611959471.4870946,0.0
1611959471.5208378,0.0
1611959471.5549316,0.0
1611959471.5889938,0.0
1611959471.6229355,0.0
1611959471.656805,0.0
1611959471.6910443,0.0
1611959471.7249622,0.0
1611959471.7588644,0.0
1611959471.792802,0.0
1611959471.8269432,0.0
1611959471.8607903,0.0
1611959471.8949223,0.0
1611959471.928969,0.0
1611959471.962909,0.0
1611959471.9968302,0.0
1611959472.03094,0.0
1611959472.0649264,0.0
1611959472.098874,0.0
1611959472.1329842,0.0
1611959472.1669228,0.0
1611959472.2009587,0.0
1611959472.2350256,0.0
1611959472.2688503,0.0
1611959472.3028584,0.0
1611959472.3367817,0.0
1611959472.3708856,0.0
1611959472.4049003,0.0
1611959472.4388547,0.0
1611959472.4728303,0.0
1611959472.506863,0.0
1611959472.540978,0.0
1611959472.5749094,0.0
1611959472.6087425,0.0
1611959472.6427362,0.0
1611959472.676967,0.0
1611959472.7108254,0.0
1611959472.7448504,0.0
1611959472.7786849,0.0
1611959472.8127964,0.0
1611959472.846857,0.0
1611959472.8808737,0.0
1611959472.9149196,0.0
1611959472.9489167,0.0
1611959472.9828677,0.0
1611959473.0168989,0.0
1611959473.050917,0.0
1611959473.0847192,0.0
1611959473.118645,0.0
1611959473.1526566,0.0
1611959473.1867552,0.0
1611959473.2209623,0.0
1611959473.2548468,0.0
1611959473.2887313,0.0
1611959473.3226483,0.0
1611959473.3568616,0.0
1611959473.39079,0.0
1611959473.4248824,0.0
1611959473.4587996,0.0
1611959473.4927626,0.0
1611959473.526986,0.0
1611959473.560857,0.0
1611959473.5947988,0.00018160893015561896
1611959473.6288345,0.00036321786031834336
1611959473.6628816,0.0005448267904739623
1611959473.6968215,0.0005448267904739623
1611959473.7307703,0.0005448267904739623
1611959473.7648296,0.0005448267904739623
1611959473.7986057,0.0005448267904739623
1611959473.8326068,0.0005448267904739623
1611959473.8665705,0.0005448267904739623
1611959473.9008183,0.0005448267904739623
1611959473.9348326,0.0005448267904739623
1611959473.9688048,0.0005448267904739623
1611959474.0027611,0.0005448267904739623
1611959474.0369098,0.0005448267904739623
1611959474.070857,0.0005448267904739623
1611959474.1046827,0.0005448267904739623
1611959474.1385238,0.0005448267904739623
1611959474.1726682,0.0005448267904739623
1611959474.2065747,0.0005448267904739623
1611959474.240877,0.0005448267904739623
1611959474.2745566,0.0005448267904739623
1611959474.3086138,0.0005448267904739623
1611959474.3425741,0.0005448267904739623
1611959474.3766468,0.0005448267904739623
1611959474.4108078,0.0005448267904739623
1611959474.4447207,0.00036321786031834336
1611959474.4787238,0.00036321786031834336
1611959474.5128086,0.00018160893015561896
1611959474.5468712,0.00018160893015561896
1611959474.5806983,0.0
1611959474.6146786,0.0
1611959474.648661,0.00036321786031834336
1611959474.6825168,0.0009080446507923057
1611959474.7166915,0.001271262511110649
1611959474.7507758,0.0021793071618958493
1611959474.7846003,0.0027241339523698116
1611959474.8185995,0.003268960742843774
1611959474.852654,0.0038137875333177362
1611959474.886777,0.0043586143237916986
1611959474.9206874,0.004903441114265661
1611959474.9546485,0.005629876834902348
1611959474.988679,0.006719530415850272
1611959475.0227513,0.00835401078727216
1611959475.0564888,0.010714926879323627
1611959475.0907168,0.013439060831693439
1611959475.124693,0.016708021574537213
1611959475.1586223,0.020703418038017674
1611959475.1926217,0.025062032361809372
1611959475.2268262,0.029783864545919414
1611959475.2607207,0.034687305660185075
1611959475.294775,0.03940913784429512
1611959475.3286002,0.04431257895856078
1611959475.3626318,0.04903441114267082
1611959475.3966367,0.05375624332678086
1611959475.4306736,0.05829646658072818
1611959475.4646642,0.0628366898346826
1611959475.4985938,0.06755852201878554
1611959475.5325973,0.0724619631330583
1611959475.5666254,0.0777286221076352
1611959475.6006694,0.08335849894253755
1611959475.6346226,0.08953320256791386
1611959475.6686628,0.09607112405360141
1611959475.70258,0.10242743660913334
1611959475.7366853,0.10860214023450254
1611959475.7705305,0.11459523492971613
1611959475.804554,0.12113315641541078
1611959475.8383906,0.12785268683125395
1611959475.8723989,0.13511704403757818
1611959475.906629,0.14201818338358407
1611959475.9406388,0.14910093165974558
1611959475.9746513,0.15654689779622544
1611959476.0085378,0.16435608179301653
1611959476.0425491,0.17216526578981473
1611959476.076648,0.18015605871676854
1611959476.1105452,0.18814685164372236
1611959476.1446037,0.1946847731294099
1611959476.1785483,0.2015859124754158
1611959476.2126467,0.2084870518214217
1611959476.2465854,0.21484336437695362
1611959476.2806487,0.2224709394435891
1611959476.3145745,0.23028012344038729
1611959476.3485534,0.23863413422765234
1611959476.3825533,0.2469881450149245
1611959476.4165895,0.2558869825926706
1611959476.4505844,0.264604211240254
1611959476.4845605,0.27350304881800014
1611959476.5185564,0.2820386685354208
1611959476.5525317,0.29111911504332255
1611959476.5865893,0.3001995615512243
1611959476.6205838,0.3090983991289704
1611959476.65451,0.3178156277765538
1611959476.688554,0.3265328564241443
1611959476.7225137,0.33488686721140937
1611959476.7566037,0.34360409585899987
1611959476.790378,0.35123167092563534
1611959476.8244643,0.35904085492242643
1611959476.8584716,0.36685003891922463
1611959476.8925605,0.3744776139858601
1611959476.9265141,0.38192358012233996
1611959476.960579,0.3891879373286642
1611959476.994494,0.3964522945349813
1611959477.0283365,0.40371665174130555
1611959477.0624433,0.41079940001746706
1611959477.0964904,0.4180637572237913
1611959477.1305525,0.42550972336027115
1611959477.164528,0.432955689496751
1611959477.1984518,0.4398568288427569
1611959477.2324812,0.44639475032844445
1611959477.2664917,0.4531142807442876
1611959477.3005302,0.4598338111601379
1611959477.3343966,0.4667349505061438
1611959477.3684685,0.47345448092198694
1611959477.40243,0.48035562026799283
1611959477.436516,0.4868935417536875
1611959477.4704185,0.4932498543092123
1611959477.5045247,0.4999693847250626
1611959477.5384898,0.5074153508615424
1611959477.5725658,0.5150429259281779
1611959477.6064112,0.5224888920646578
1611959477.6405323,0.529208422480508
1611959477.6743944,0.5361095618265139
1611959477.7084692,0.5431923101026754
1611959477.7424212,0.5504566673089926
1611959477.7764287,0.5577210245153168
1611959477.810313,0.564985381721641
1611959477.8444507,0.5724313478581138
1611959477.8784363,0.5798773139945936
1611959477.9124577,0.5875048890612362
1611959477.9463422,0.5951324641278717
1611959477.9802818,0.6025784302643515
1611959478.0144174,0.6100243964008314
1611959478.0484776,0.6172887536071485
1611959478.0824232,0.6249163286737911
1611959478.1164076,0.6323622948102638
1611959478.150423,0.6392634341562697
1611959478.1845167,0.64598296457212
1611959478.2183645,0.6530657128482815
1611959478.2524762,0.660148461124443
1611959478.2862494,0.6675944272609229
1611959478.3202047,0.6746771755370915
1611959478.3544521,0.6819415327434086
1611959478.3884726,0.6899323256703624
1611959478.4224474,0.6984679453877902
1611959478.4563751,0.7066403472448997
1611959478.4903746,0.7148127491020162
1611959478.5243845,0.7231667598892813
1611959478.5584104,0.7315207706765534
1611959478.5922108,0.7396931725336628
1611959478.626436,0.7471391386701427
1611959478.6604288,0.7545851048066226
1611959478.6944196,0.7620310709431024
1611959478.728389,0.76856899242879
1611959478.762429,0.7749253049843219
1611959478.7962368,0.7812816175398538
1611959478.8302336,0.7872747122350674
1611959478.8643868,0.7936310247905993
1611959478.8984067,0.8001689462762869
1611959478.9323318,0.8063436499016632
1611959478.966321,0.8126999624571951
1611959479.000321,0.8188746660825643
1611959479.0345976,0.8248677607777779
1611959479.0683064,0.8303160286825246
1611959479.1023767,0.8357642965872643
1611959479.1362827,0.8408493466316855
1611959479.1703236,0.8459343966761139
1611959479.204295,0.8508378377903796
1611959479.2383378,0.8557412789046452
1611959479.272161,0.8611895468093849
1611959479.306147,0.8670010325744428
1611959479.340343,0.8733573451299748
1611959479.3743215,0.8808033112664546
1611959479.4083688,0.8884308863330901
1611959479.442418,0.8964216792600439
1611959479.4763381,0.9042308632568421
1611959479.5102906,0.9118584383234776
1611959479.544343,0.920030840180587
1611959479.57828,0.9276584152472296
1611959479.6122968,0.9352859903138651
1611959479.646387,0.9429135653805005
1611959479.680113,0.9509043583074543
1611959479.7142684,0.9587135423042525
1611959479.748312,0.9672491620216803
1611959479.7821639,0.9752399549486341
1611959479.8161964,0.9834123568057436
1611959479.850306,0.9919479765231713
1611959479.8843465,1.0004835962405991
1611959479.9182403,1.0092008248881825
1611959479.9523525,1.0171916178151363
1611959479.9862416,1.0255456286024085
1611959480.020274,1.033718030459518
1611959480.0542297,1.04207204124679
1611959480.0882638,1.0498812252435812
1611959480.1223202,1.0575088003102167
1611959480.1562943,1.064773157516541
1611959480.190246,1.0713110790022284
1611959480.224307,1.0780306094180787
1611959480.258339,1.0849317487640846
1611959480.2920966,1.0914696702497722
1611959480.326162,1.0981892006656153
1611959480.3601503,1.1054535578719396
1611959480.3942325,1.113081132938575
1611959480.4281816,1.1207087080052176
1611959480.4622688,1.1285178920020087
1611959480.4962916,1.1361454670686442
1611959480.5302172,1.1443178689257607
1611959480.5642369,1.1526718797130258
1611959480.5980802,1.161025890500298
1611959480.6320546,1.1697431191478813
1611959480.6661003,1.1779155210049979
1611959480.700171,1.1864511407224185
1611959480.7342074,1.1949867604398463
1611959480.768229,1.2033407712271185
1611959480.8020644,1.2120579998747019
1611959480.8360412,1.2196855749413444
1611959480.870177,1.2274947589381355
1611959480.9042587,1.235122334004771
1611959480.938158,1.2425683001412509
1611959480.9722097,1.2501958752078934
1611959481.006257,1.2570970145538993
1611959481.0401974,1.2636349360395869
1611959481.0741432,1.2701728575252744
1611959481.108215,1.2765291700808064
1611959481.1424031,1.283067091566494
1611959481.1761892,1.2897866219823442
1611959481.210149,1.2968693702585057
1611959481.2444277,1.3039521185346672
1611959481.2781465,1.310853257880673
1611959481.3121512,1.3184808329473086
1611959481.346115,1.3259267990837884
1611959481.3802402,1.333554374150431
1611959481.4141543,1.341363558147222
1611959481.448143,1.349354351074176
1611959481.4821672,1.3569819261408114
1611959481.5162115,1.3649727190677652
1611959481.5500998,1.372963511994719
1611959481.5841546,1.3813175227819912
1611959481.618099,1.3896715335692562
1611959481.65215,1.3978439354263728
1611959481.6861603,1.4060163372834822
1611959481.7202995,1.414007130210436
1611959481.7541595,1.4219979231373898
1611959481.7880352,1.4296254982040253
1611959481.8219745,1.4370714643405051
1611959481.8559742,1.444517430476985
1611959481.8900661,1.4523266144737832
1611959481.9241393,1.460317407400737
1611959481.9581075,1.468126591397528
1611959481.9922042,1.4757541664641636
1611959482.0261133,1.4832001326006434
1611959482.060141,1.4906460987371233
1611959482.0940907,1.4970024112926552
1611959482.128126,1.5031771149180315
1611959482.1620984,1.5095334274735634
1611959482.1961796,1.5157081310989327
1611959482.2301176,1.5215196168639906
1611959482.2641244,1.5273311026290486
1611959482.2980614,1.5335058062544178
1611959482.331948,1.5398621188099497
1611959482.3660913,1.5467632581559556
1611959482.4000592,1.5538460064321171
1611959482.4340951,1.560747145778123
1611959482.4680905,1.5680115029844472
1611959482.5020344,1.5750942512606088
1611959482.5360343,1.582903435257407
1611959482.570111,1.5903494013938868
1611959482.6040885,1.598158585390678
1611959482.6380248,1.6061493783176317
1611959482.6721892,1.6143217801747411
1611959482.7061965,1.6226757909620133
1611959482.7400167,1.6308481928191227
1611959482.7740393,1.639202203606395
1611959482.807959,1.6477378233238227
1611959482.8420537,1.6568182698317244
1611959482.8761132,1.6664435431301001
1611959482.9100685,1.6757055985681575
1611959482.9440398,1.6836963914951113
1611959482.9780443,1.692232011212539
1611959483.0120823,1.7004044130696485
1611959483.0461519,1.7089400327870763
1611959483.080069,1.7171124346441928
1611959483.1139612,1.7256480543616206
1611959483.1480188,1.7341836740790484
1611959483.18207,1.7430825116567874
1611959483.2160819,1.7521629581646891
1611959483.2499716,1.7623330582535388
1611959483.2840073,1.7730479851328624
1611959483.3178086,1.783218085221712
1611959483.3519735,1.7926617495899322
1611959483.3862007,1.8026502407486262
1611959483.420119,1.8120939051168392
1611959483.4539716,1.8209927426945853
1611959483.4879587,1.829528362412013
1611959483.5218527,1.8373375464088042
1611959483.5558531,1.8449651214754468
1611959483.5898352,1.85168465189129
1611959483.6240265,1.8580409644468219
1611959483.6580153,1.8638524502118798
1611959483.6919825,1.8694823270467822
1611959483.725966,1.874748986021359
1611959483.759965,1.8801972539261058
1611959483.7939274,1.8854639129006827
1611959483.8280141,1.891093789735585
1611959483.8620505,1.8965420576403247
1611959483.8959787,1.9023535434053827
1611959483.9300277,1.908528247030759
1611959483.9639165,1.9143397327958098
1611959483.9979663,1.9203328274910305
1611959484.0320067,1.926325922186244
1611959484.0659468,1.9325006258116133
1611959484.0999563,1.939038547297308
1611959484.133947,1.9453948598528328
1611959484.1680264,1.951569563478209
1611959484.2019506,1.9564730045924748
1611959484.235946,1.9610132278464292
1611959484.2699544,1.9650086243099025
1611959484.3038554,1.9686408029130646
1611959484.3377423,1.9719097636559084
1611959484.3717692,1.9751787243987522
1611959484.4059253,1.9782660762114403
1611959484.4399815,1.9811718190939658
1611959484.473883,1.9840775619764983
1611959484.5079076,1.987346522719342
1611959484.5419745,1.9906154834621859
1611959484.5759861,1.9938844442050296
1611959484.6099832,1.9969717960177178
1611959484.6439762,1.9996959299700876
1611959484.677857,2.002056846062139
1611959484.7119105,2.0038729353637237
1611959484.7458992,2.0049625889446716
1611959484.7797754,2.00532580680499
1611959484.8136954,2.0051441978748272
1611959484.8478825,2.004780980014516
1611959484.8819194,2.0044177621541976
1611959484.9158206,2.003691326433561
1611959484.9497085,2.0029648907129314
1611959484.9838815,2.002056846062139
1611959485.0178301,2.001148801411354
1611959485.0518355,2.0002407567605616
1611959485.0858529,1.9991511031796136
1611959485.1196814,1.998424667458984
1611959485.1536617,1.9975166228081918
1611959485.187746,1.9946108799256663
1611959485.2217894,1.9917051370431338
1611959485.255941,1.987891349509816
1611959485.2898276,1.983169517325706
1611959485.3236723,1.9771764226304924
1611959485.35793,1.9704568922146422
1611959485.3918889,1.9628293171480067
1611959485.4257784,1.9541120885004233
1611959485.4598372,1.9450316419925215
1611959485.4937859,1.9381305026465157
1611959485.527791,1.9325006258116133
1611959485.5618896,1.9292316650687695
1611959485.595936,1.9257810953957701
1611959485.6297894,1.9243282239545039
1611959485.663768,1.9225121346529264
1611959485.6978128,1.9219673078624524
1611959485.7317865,1.922148916792608
1611959485.7657952,1.9223305257227636
1611959485.7997236,1.9217856989322897
1611959485.8336627,1.9212408721418157
1611959485.8678236,1.9206960453513418
1611959485.901904,1.9205144364211861
1611959485.9358728,1.9203328274910305
1611959485.9698002,1.9196063917703938
1611959486.0037608,1.9188799560497642
1611959486.0377471,1.9188799560497642
1611959486.0718558,1.9192431739100826
1611959486.1058133,1.9199696096307122
1611959486.1397967,1.9206960453513418
1611959486.1738012,1.9214224810719784
1611959486.2077885,1.9241466150243483
1611959486.2417698,1.9292316650687695
1611959486.2758622,1.9366776312052494
1611959486.3096244,1.9459396866433138
1611959486.3435967,1.9586523117543706
1611959486.3778355,1.9719097636559084
1611959486.4117491,1.9869833048590237
1611959486.44573,2.002056846062139
1611959486.479747,2.017856822985891
1611959486.5137956,2.0354728892112206
1611959486.5477164,2.0534521732968685
1611959486.581734,2.0701601948714057
1611959486.6157553,2.0881394789570464
1611959486.6497386,2.105755545182376
1611959486.6835265,2.1222819578267575
1611959486.7177756,2.1380819347505096
1611959486.7517197,2.153155475953625
1611959486.7857847,2.16822901715674
1611959486.8196354,2.1807600333376485
1611959486.853737,2.1923830048677573
1611959486.8877528,2.2034611496073992
1611959486.9218209,2.2138128586264045
1611959486.9557436,2.223619740854943
1611959486.9896872,2.2323369695025264
1611959487.0236712,2.240509371359636
1611959487.0576675,2.2475921196358044
1611959487.0917342,2.253585214331018
1611959487.1257458,2.2595783090262316
1611959487.1597264,2.264663359070653
1611959487.193665,2.2686587555341333
1611959487.2277975,2.271927716276977
1611959487.2617404,2.274651850229347
1611959487.2955658,2.2768311573912428
1611959487.3296905,2.2779208109721907
1611959487.3637297,2.2786472466928274
1611959487.397676,2.2790104645531386
1611959487.431642,2.2790104645531386
1611959487.4656856,2.279373682413457
1611959487.4997485,2.2797369002737753
1611959487.5336654,2.2802817270642493
1611959487.5676901,2.281008162784879
1611959487.6016223,2.2817345985055084
1611959487.6356056,2.2828242520864563
1611959487.6697197,2.2839139056674043
1611959487.7036815,2.285548386038826
1611959487.7376878,2.2879093021308847
1611959487.7717638,2.2911782628737285
1611959487.8054974,2.2953552682673646
1611959487.839519,2.299895491521312
1611959487.8734717,2.3047989326355776
1611959487.9076385,2.3100655916101616
1611959487.9416475,2.315695468445064
1611959487.9756887,2.322051781000596
1611959488.0095863,2.3285897024862834
1611959488.0436292,2.335127623971971
1611959488.077631,2.342028763317977
1611959488.1127682,2.349293120524301
1611959488.145588,2.356557477730618
1611959488.1796277,2.3641850527972608
1611959488.2136252,2.3718126278638962
1611959488.2475772,2.3794402029305317
1611959488.2815907,2.38724938692733
1611959488.3154504,2.3952401798542837
1611959488.3494089,2.403049363851075
1611959488.3835094,2.4104953299875547
1611959488.4174316,2.417214860403405
1611959488.4515693,2.424115999749411
1611959488.485618,2.4310171390954096
1611959488.519714,2.43773666951126
1611959488.5536313,2.4448194177874214
1611959488.5875862,2.45190216606359
1611959488.621573,2.4589849143397515
1611959488.6555738,2.466067662615913
1611959488.689549,2.473513628752393
1611959488.7235754,2.481322812749191
1611959488.7575731,2.489131996745982
1611959488.7914913,2.4969411807427804
1611959488.8253858,2.504568755809416
1611959488.8593688,2.5121963308760513
1611959488.8933983,2.519823905942694
1611959488.9275587,2.5274514810093294
1611959488.9615798,2.5347158382156465
1611959488.9955468,2.5421618043521264
1611959489.0295177,2.549244552628295
1611959489.0635464,2.5563273009044565
1611959489.0976183,2.5635916581107736
1611959489.131549,2.570856015317098
1611959489.1655364,2.5777571546631037
1611959489.199571,2.5846582940091096
1611959489.2335384,2.5915594333551155
1611959489.2675629,2.5984605727011214
1611959489.3014235,2.60536171204712
1611959489.3355358,2.612262851393126
1611959489.3696187,2.6189823818089764
1611959489.4035566,2.625520303294664
1611959489.4374835,2.632239833710514
1611959489.471341,2.63914097305652
1611959489.5053015,2.6458605034723632
1611959489.5393515,2.6529432517485247
1611959489.5734274,2.6603892178850046
1611959489.6074884,2.667471966161173
1611959489.641554,2.6745547144373347
1611959489.675582,2.681819071643652
1611959489.7094672,2.689083428849976
1611959489.7435446,2.6968926128467743
1611959489.7774825,2.7045201879134098
1611959489.811407,2.7121477629800452
1611959489.8452358,2.7197753380466807
1611959489.879518,2.727584522043479
1611959489.9134667,2.735393706040277
1611959489.9474876,2.743384498967231
1611959489.981373,2.7515569008243403
1611959490.0154414,2.75972930268145
1611959490.049461,2.768083313468722
1611959490.0834343,2.7762557153258314
1611959490.1173916,2.784791335043259
1611959490.1514864,2.7929637369003686
1611959490.1854112,2.8009545298273224
1611959490.2194529,2.808945322754276
1611959490.253403,2.81693611568123
1611959490.2874591,2.825290126468502
1611959490.3212564,2.8334625283256116
1611959490.3554103,2.8419981480430394
1611959490.3893604,2.850533767760467
1611959490.4233978,2.8587061696175766
1611959490.457381,2.8672417893350044
1611959490.4914565,2.875959017982588
1611959490.525402,2.8841314198397043
1611959490.5595026,2.8923038216968138
1611959490.5933928,2.901021050344397
1611959490.6273446,2.9091934522015137
1611959490.6613843,2.9171842451284604
1611959490.6954813,2.9251750380554142
1611959490.7293801,2.933165830982368
1611959490.7634866,2.941156623909322
1611959490.7974038,2.9493290257664384
1611959490.831301,2.9571382097632295
1611959490.865439,2.965310611620339
1611959490.899346,2.9740278402679294
1611959490.9333203,2.9823818510551945
1611959490.9673998,2.9907358618424666
1611959491.0014653,2.99945309049005
1611959491.0354502,3.007988710207478
1611959491.0692933,3.0167059388550683
1611959491.1032581,3.0250599496423334
1611959491.1373098,3.033232351499443
1611959491.1713612,3.041586362286715
1611959491.2053492,3.049395546283513
1611959491.2393918,3.056841512419993
1611959491.2733817,3.064832305346947
1611959491.3072898,3.0728230982738935
1611959491.3412256,3.080450673340536
1611959491.3751729,3.0875334216166976
1611959491.4092522,3.0949793877531775
1611959491.4433537,3.1024253538896573
1611959491.4774673,3.1102345378864484
1611959491.5112722,3.1174988950927727
1611959491.5452998,3.124763252299097
1611959491.5794213,3.1322092184355768
1611959491.613443,3.1398367935022122
1611959491.6472895,3.1476459774990033
1611959491.6813385,3.155091943635483
1611959491.7153442,3.1629011276322814
1611959491.7493892,3.170528702698917
1611959491.7833192,3.178337886695715
1611959491.8171432,3.1859654617623505
1611959491.8513832,3.1937746457591487
1611959491.885318,3.2012206118956286
1611959491.9193835,3.2090297958924197
1611959491.9532697,3.216838979889218
1611959491.987318,3.2250113817463273
1611959492.0212562,3.2337286103939107
1611959492.0552666,3.242082621181183
1611959492.089296,3.2502550230382923
1611959492.1232817,3.258972251685883
1611959492.15733,3.267689480333466
1611959492.1912198,3.2758618821905756
1611959492.2253578,3.284034284047685
1611959492.2593687,3.2922066859048016
1611959492.293391,3.2996526520412814
1611959492.3270998,3.3074618360380725
1611959492.3612273,3.315089411104708
1611959492.395082,3.322898595101506
1611959492.4292903,3.3310709969586156
1611959492.463201,3.338880180955414
1611959492.4972386,3.3470525828125233
1611959492.5312676,3.3554065935997954
1611959492.5651917,3.363578995456905
1611959492.5992904,3.371388179453703
1611959492.6331794,3.37865253666002
1611959492.6672704,3.3853720670758705
1611959492.70124,3.3915467707012397
1611959492.7352564,3.397721474326616
1611959492.7692316,3.4044410047424662
1611959492.8033295,3.4115237530186278
1611959492.8372014,3.4186065012947893
1611959492.8712282,3.4264156852915875
1611959492.9052217,3.4347696960788525
1611959492.9392385,3.4431237068661247
1611959492.9731529,3.451296108723234
1611959493.0072417,3.459286901650188
1611959493.0412354,3.46764091243746
1611959493.07518,3.475994923224725
1611959493.1091115,3.4847121518723156
1611959493.1431231,3.4937925983802174
1611959493.1771972,3.5030546538182747
1611959493.2111967,3.512316709256332
1611959493.245175,3.521760373624552
1611959493.279206,3.5310224290626095
1611959493.313125,3.5399212666403557
1611959493.347023,3.548638495287939
1611959493.3812144,3.5579005507259964
1611959493.4149716,3.5667993883037425
1611959493.4491112,3.5764246616021182
1611959493.4831412,3.5862315438306496
1611959493.5172136,3.5962200349893436
1611959493.551167,3.606026917217875
1611959493.5851114,3.6161970173067246
1611959493.6191404,3.626548726325737
1611959493.6531856,3.6367188264145867
1611959493.6873064,3.647070535433592
1611959493.721084,3.6572406355224416
1611959493.7552295,3.6674107356112913
1611959493.7892718,3.6773992267699853
1611959493.8231618,3.6872061089985166
1611959493.857128,3.6968313822968923
1611959493.8911636,3.7062750466651124
1611959493.9251945,3.7146290574523775
1611959493.9591074,3.7224382414491757
1611959493.993125,3.7309738611666035
1611959494.0271862,3.7393278719538756
1611959494.0610557,3.747500273810985
1611959494.0951164,3.756035893528413
1611959494.1290653,3.7645715132458406
1611959494.163171,3.773288741893424
1611959494.197171,3.7814611437505334
1611959494.2312264,3.7903599813282796
1611959494.265072,3.7992588189060257
1611959494.2990632,3.8083392654139274
1611959494.332933,3.817601320851985
1611959494.367172,3.8266817673598865
1611959494.4010928,3.835943822797944
1611959494.4351094,3.845387487166164
1611959494.4690757,3.8551943693946953
1611959494.5031168,3.8651828605533893
1611959494.5371168,3.8755345695723946
1611959494.5711532,3.8862494964517182
1611959494.6050036,3.89732764119136
1611959494.639344,3.9076793502103655
1611959494.6731381,3.9182126681595335
1611959494.7072012,3.928927595038857
1611959494.7411578,3.9401873487086547
